0,0,0,0,0,0,0,0,0,0
1.22465e-16,-4.90716e-13,1.9663e-09,-7.87898e-06,0.0315711,-126.506,506908,-2.03118e+09,8.13896e+12,-3.26129e+16
-2.44929e-16,9.81433e-13,-3.93261e-09,1.5758e-05,-0.0631422,253.011,-1.01382e+06,4.06237e+09,-1.62779e+13,6.52293e+16
3.67394e-16,-1.47215e-12,5.89891e-09,-2.36369e-05,0.0947134,-379.517,1.52073e+06,-6.09355e+09,2.44205e+13,-9.79036e+16
-4.89859e-16,1.96287e-12,-7.86521e-09,3.15159e-05,-0.126284,506.022,-2.02763e+06,8.12834e+09,-3.26136e+13,1.31001e+17
6.12323e-16,-2.45358e-12,9.83151e-09,-3.93949e-05,0.157856,-632.528,2.53814e+06,-1.02063e+10,4.1124e+13,-1.65947e+17
-7.34788e-16,2.9443e-12,-1.17978e-08,4.72739e-05,-0.189427,762.622,-3.08458e+06,1.25111e+10,-5.0795e+13,2.06178e+17
8.57253e-16,-3.43502e-12,1.37641e-08,-5.51529e-05,0.224579,-921.405,3.78186e+06,-1.54776e+10,6.31032e+13,-2.5634e+17
-9.79717e-16,3.92573e-12,-1.57304e-08,6.66059e-05,-0.281205,1169.79,-4.8022e+06,1.95264e+10,-7.889e+13,3.1741e+17
1.10218e-15,-4.41645e-12,2.12637e-08,-9.23446e-05,0.380748,-1532.79,6.10591e+06,-2.42216e+10,9.59713e+13,-3.80319e+17
-1.22465e-15,8.46699e-12,-3.39237e-08,0.000128784,-0.48741,1859.87,-7.16533e+06,2.78342e+10,-1.08823e+14,4.27532e+17
4.89983e-15,-1.2514e-11,3.94498e-08,-0.000136652,0.501075,-1900.35,7.34915e+06,-2.87435e+10,1.1317e+14,-4.47389e+17
-1.46958e-15,5.8886e-12,-2.35956e-08,9.81219e-05,-0.407489,1675.81,-6.82984e+06,2.76511e+10,-1.11446e+14,4.47861e+17
-1.96067e-15,7.36779e-13,1.13084e-08,-7.38769e-05,0.35682,-1565.9,6.59388e+06,-2.72052e+10,1.11017e+14,-4.50181e+17
-1.71451e-15,6.87003e-12,-2.75282e-08,0.000110306,-0.441996,1774.67,-7.13984e+06,2.87605e+10,-1.15914e+14,4.67211e+17
5.38968e-15,-1.44768e-11,4.37481e-08,-0.000146735,0.530752,-2012.13,7.83665e+06,-3.09849e+10,1.2355e+14,-4.95025e+17
-1.95943e-15,7.85146e-12,-3.14608e-08,0.000126064,-0.505138,2024.09,-8.11773e+06,3.26034e+10,-1.31147e+14,5.2825e+17
-1.47081e-15,-1.22609e-12,1.91736e-08,-0.000105393,0.479524,-2043.23,8.47426e+06,-3.47257e+10,1.41483e+14,-5.74734e+17
-2.20436e-15,8.8329e-12,-3.53935e-08,0.000141822,-0.575443,2348.83,-9.59854e+06,3.91808e+10,-1.59613e+14,6.48771e+17
