0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00313845,0.00310778,0.0030774,0.00304733,0.00301755,0.00298806,0.00295885,0.00292994,0.0029013,0.00287295,0.00284487,0.00281706,0.00278953,0.00276227,0.00273527,0.00270854,0.00268207,0.00265586,0.0026299,0.0026042,0.00257875,0.00255355,0.00252859,0.00250388,0.00247941,0.00245518,0.00243118,0.00240742,0.00238389,0.00236059,0.00233752,0.00231468,0.00229206,0.00226966,0.00224748,0.00222551,0.00220376,0.00218222,0.0021609,0.00213978,0.00211886,0.00209816,0.00207765,0.00205735,0.00203724,0.00201733,0.00199761,0.00197809,0.00195876,0.00193961,0.00192066,0.00190189,0.0018833,0.00186489,0.00184667,0.00182862,0.00181075,0.00179305,0.00177553,0.00175818,0.00174099,0.00172398,0.00170713,0.00169045,0.00167393,0.00165757,0.00164137,0.00162532,0.00160944,0.00159371,0.00157814,0.00156271,0.00154744,0.00153232,0.00151734,0.00150251,0.00148783,0.00147329,0.00145889,0.00144463,0.00143051,0.00141653,0.00140269,0.00138898,0.0013754,0.00136196,0.00134865,0.00133547,0.00132242,0.00130949,0.0012967,0.00128402,0.00127147,0.00125905,0.00124674,0.00123456,0.00122249,0.00121055,0.00119872,0.001187
0.00627687,0.00621552,0.00615478,0.00609463,0.00603506,0.00597608,0.00591768,0.00585984,0.00580257,0.00574586,0.00568971,0.0056341,0.00557904,0.00552451,0.00547052,0.00541706,0.00536412,0.00531169,0.00525978,0.00520838,0.00515747,0.00510707,0.00505716,0.00500773,0.00495879,0.00491033,0.00486234,0.00481482,0.00476776,0.00472117,0.00467503,0.00462934,0.00458409,0.00453929,0.00449493,0.004451,0.0044075,0.00436442,0.00432177,0.00427953,0.00423771,0.00419629,0.00415528,0.00411467,0.00407446,0.00403464,0.00399521,0.00395616,0.0039175,0.00387921,0.0038413,0.00380376,0.00376658,0.00372977,0.00369332,0.00365722,0.00362148,0.00358609,0.00355104,0.00351634,0.00348197,0.00344794,0.00341424,0.00338088,0.00334783,0.00331512,0.00328272,0.00325063,0.00321886,0.00318741,0.00315626,0.00312541,0.00309486,0.00306462,0.00303467,0.00300501,0.00297564,0.00294656,0.00291776,0.00288925,0.00286101,0.00283305,0.00280536,0.00277794,0.00275079,0.00272391,0.00269729,0.00267093,0.00264482,0.00261898,0.00259338,0.00256803,0.00254294,0.00251808,0.00249347,0.00246911,0.00244497,0.00242108,0.00239742,0.00237399
0.00941522,0.00932321,0.00923209,0.00914186,0.00905252,0.00896405,0.00887644,0.00878969,0.00870379,0.00861872,0.00853449,0.00845108,0.00836849,0.0082867,0.00820572,0.00812552,0.00804611,0.00796747,0.00788961,0.0078125,0.00773615,0.00766054,0.00758567,0.00751154,0.00743813,0.00736543,0.00729345,0.00722217,0.00715159,0.00708169,0.00701248,0.00694395,0.00687608,0.00680888,0.00674234,0.00667644,0.00661119,0.00654658,0.0064826,0.00641925,0.00635651,0.00629439,0.00623287,0.00617196,0.00611164,0.00605191,0.00599276,0.00593419,0.0058762,0.00581877,0.0057619,0.00570559,0.00564983,0.00559461,0.00553993,0.00548579,0.00543218,0.00537909,0.00532652,0.00527446,0.00522291,0.00517187,0.00512132,0.00507127,0.00502171,0.00497263,0.00492403,0.00487591,0.00482826,0.00478107,0.00473434,0.00468807,0.00464226,0.00459689,0.00455196,0.00450748,0.00446342,0.0044198,0.00437661,0.00433383,0.00429148,0.00424954,0.00420801,0.00416688,0.00412616,0.00408583,0.0040459,0.00400636,0.0039672,0.00392843,0.00389004,0.00385202,0.00381437,0.0037771,0.00374018,0.00370363,0.00366743,0.00363159,0.0035961,0.00356095
0.0125535,0.0124308,0.0123093,0.012189,0.0120699,0.0119519,0.0118351,0.0117195,0.0116049,0.0114915,0.0113792,0.011268,0.0111579,0.0110488,0.0109408,0.0108339,0.010728,0.0106232,0.0105194,0.0104165,0.0103147,0.0102139,0.0101141,0.0100153,0.00991739,0.00982046,0.00972449,0.00962945,0.00953534,0.00944215,0.00934987,0.00925849,0.00916801,0.00907841,0.00898968,0.00890182,0.00881482,0.00872868,0.00864337,0.0085589,0.00847525,0.00839242,0.0083104,0.00822918,0.00814876,0.00806912,0.00799026,0.00791217,0.00783484,0.00775827,0.00768245,0.00760736,0.00753302,0.0074594,0.00738649,0.0073143,0.00724282,0.00717204,0.00710194,0.00703253,0.0069638,0.00689575,0.00682835,0.00676162,0.00669554,0.0066301,0.0065653,0.00650114,0.0064376,0.00637469,0.00631239,0.00625069,0.00618961,0.00612911,0.00606921,0.0060099,0.00595116,0.005893,0.00583541,0.00577838,0.0057219,0.00566598,0.00561061,0.00555578,0.00550148,0.00544771,0.00539447,0.00534175,0.00528954,0.00523785,0.00518666,0.00513597,0.00508577,0.00503607,0.00498685,0.00493811,0.00488985,0.00484206,0.00479474,0.00474788
0.0156916,0.0155383,0.0153864,0.015236,0.0150871,0.0149397,0.0147937,0.0146491,0.0145059,0.0143642,0.0142238,0.0140848,0.0139471,0.0138108,0.0136758,0.0135422,0.0134098,0.0132788,0.013149,0.0130205,0.0128932,0.0127672,0.0126425,0.0125189,0.0123966,0.0122754,0.0121554,0.0120366,0.011919,0.0118025,0.0116872,0.0115729,0.0114598,0.0113478,0.0112369,0.0111271,0.0110184,0.0109107,0.0108041,0.0106985,0.0105939,0.0104904,0.0103878,0.0102863,0.0101858,0.0100862,0.00998767,0.00989006,0.0097934,0.00969769,0.00960292,0.00950906,0.00941613,0.00932411,0.00923298,0.00914275,0.00905339,0.00896491,0.0088773,0.00879054,0.00870463,0.00861955,0.00853531,0.0084519,0.0083693,0.0082875,0.00820651,0.0081263,0.00804688,0.00796824,0.00789037,0.00781325,0.00773689,0.00766128,0.0075864,0.00751226,0.00743884,0.00736614,0.00729415,0.00722286,0.00715227,0.00708237,0.00701316,0.00694462,0.00687675,0.00680954,0.00674299,0.00667709,0.00661183,0.00654721,0.00648323,0.00641987,0.00635712,0.00629499,0.00623347,0.00617255,0.00611223,0.00605249,0.00599334,0.00593477
0.0188296,0.0186456,0.0184634,0.0182829,0.0181042,0.0179273,0.0177521,0.0175786,0.0174068,0.0172367,0.0170682,0.0169014,0.0167362,0.0165727,0.0164107,0.0162503,0.0160915,0.0159342,0.0157785,0.0156243,0.0154716,0.0153204,0.0151707,0.0150224,0.0148756,0.0147302,0.0145862,0.0144437,0.0143025,0.0141628,0.0140243,0.0138873,0.0137516,0.0136172,0.0134841,0.0133523,0.0132218,0.0130926,0.0129646,0.0128379,0.0127125,0.0125882,0.0124652,0.0123434,0.0122227,0.0121033,0.011985,0.0118679,0.0117519,0.011637,0.0115233,0.0114107,0.0112992,0.0111887,0.0110794,0.0109711,0.0108639,0.0107577,0.0106526,0.0105485,0.0104454,0.0103433,0.0102422,0.0101421,0.010043,0.00994482,0.00984763,0.00975139,0.00965609,0.00956172,0.00946827,0.00937573,0.0092841,0.00919337,0.00910352,0.00901455,0.00892645,0.00883921,0.00875282,0.00866728,0.00858257,0.0084987,0.00841564,0.00833339,0.00825195,0.0081713,0.00809144,0.00801236,0.00793406,0.00785651,0.00777973,0.0077037,0.00762841,0.00755386,0.00748003,0.00740693,0.00733454,0.00726286,0.00719188,0.00712159
0.0219674,0.0217527,0.0215401,0.0213296,0.0211212,0.0209147,0.0207103,0.0205079,0.0203075,0.020109,0.0199125,0.0197179,0.0195252,0.0193344,0.0191454,0.0189583,0.018773,0.0185895,0.0184079,0.018228,0.0180498,0.0178734,0.0176987,0.0175258,0.0173545,0.0171849,0.0170169,0.0168506,0.0166859,0.0165229,0.0163614,0.0162015,0.0160431,0.0158863,0.0157311,0.0155773,0.0154251,0.0152744,0.0151251,0.0149773,0.0148309,0.0146859,0.0145424,0.0144003,0.0142595,0.0141202,0.0139822,0.0138455,0.0137102,0.0135762,0.0134436,0.0133122,0.0131821,0.0130532,0.0129257,0.0127993,0.0126742,0.0125504,0.0124277,0.0123063,0.012186,0.0120669,0.011949,0.0118322,0.0117166,0.011602,0.0114887,0.0113764,0.0112652,0.0111551,0.0110461,0.0109381,0.0108312,0.0107254,0.0106205,0.0105168,0.010414,0.0103122,0.0102114,0.0101116,0.0100128,0.00991493,0.00981803,0.00972208,0.00962707,0.00953298,0.00943981,0.00934756,0.0092562,0.00916574,0.00907616,0.00898746,0.00889962,0.00881264,0.00872652,0.00864123,0.00855678,0.00847315,0.00839034,0.00830834
0.025105,0.0248596,0.0246167,0.0243761,0.0241379,0.023902,0.0236684,0.0234371,0.023208,0.0229812,0.0227566,0.0225342,0.022314,0.0220959,0.0218799,0.0216661,0.0214544,0.0212447,0.021037,0.0208315,0.0206279,0.0204263,0.0202266,0.020029,0.0198332,0.0196394,0.0194474,0.0192574,0.0190692,0.0188828,0.0186983,0.0185155,0.0183346,0.0181554,0.0179779,0.0178022,0.0176283,0.017456,0.0172854,0.0171164,0.0169492,0.0167835,0.0166195,0.0164571,0.0162962,0.016137,0.0159793,0.0158231,0.0156684,0.0155153,0.0153637,0.0152135,0.0150648,0.0149176,0.0147718,0.0146275,0.0144845,0.0143429,0.0142028,0.014064,0.0139265,0.0137904,0.0136556,0.0135222,0.01339,0.0132592,0.0131296,0.0130013,0.0128742,0.0127484,0.0126238,0.0125004,0.0123782,0.0122573,0.0121375,0.0120188,0.0119014,0.0117851,0.0116699,0.0115558,0.0114429,0.0113311,0.0112203,0.0111107,0.0110021,0.0108946,0.0107881,0.0106827,0.0105783,0.0104749,0.0103725,0.0102711,0.0101707,0.0100713,0.00997292,0.00987545,0.00977894,0.00968337,0.00958873,0.00949502
0.0282423,0.0279663,0.027693,0.0274223,0.0271543,0.026889,0.0266262,0.026366,0.0261083,0.0258531,0.0256004,0.0253503,0.0251025,0.0248572,0.0246142,0.0243737,0.0241355,0.0238996,0.023666,0.0234347,0.0232057,0.0229789,0.0227543,0.0225319,0.0223117,0.0220937,0.0218778,0.0216639,0.0214522,0.0212426,0.021035,0.0208294,0.0206258,0.0204242,0.0202246,0.020027,0.0198312,0.0196374,0.0194455,0.0192555,0.0190673,0.0188809,0.0186964,0.0185137,0.0183327,0.0181536,0.0179762,0.0178005,0.0176265,0.0174542,0.0172837,0.0171147,0.0169475,0.0167818,0.0166178,0.0164554,0.0162946,0.0161354,0.0159777,0.0158215,0.0156669,0.0155138,0.0153622,0.015212,0.0150633,0.0149161,0.0147704,0.014626,0.0144831,0.0143415,0.0142014,0.0140626,0.0139251,0.013789,0.0136543,0.0135208,0.0133887,0.0132578,0.0131283,0.013,0.0128729,0.0127471,0.0126225,0.0124992,0.012377,0.012256,0.0121363,0.0120177,0.0119002,0.0117839,0.0116687,0.0115547,0.0114418,0.0113299,0.0112192,0.0111096,0.011001,0.0108935,0.010787,0.0106816
